Capacidade_W,Capacidade_V,N_Itens,Algoritmo,Tempo_Medio,Tempo_Std,Valor_Medio,Valor_Std,Tempos_10_Execucoes,Valores_10_Execucoes
20,30,10,Dinamico,0.0065699,0.0007596,344,0.0,"[0.007458686828613281, 0.007309436798095703, 0.00701451301574707, 0.006992340087890625, 0.006994962692260742, 0.006452083587646484, 0.006532907485961914, 0.006330966949462891, 0.0054399967193603516, 0.005173206329345703]","[344, 344, 344, 344, 344, 344, 344, 344, 344, 344]"
20,30,10,Backtracking,0.0013241,0.0001820,344,0.0,"[0.001409292221069336, 0.001451253890991211, 0.0011544227600097656, 0.0011298656463623047, 0.0015540122985839844, 0.0015063285827636719, 0.0011720657348632812, 0.0013353824615478516, 0.0014786720275878906, 0.0010499954223632812]","[344, 344, 344, 344, 344, 344, 344, 344, 344, 344]"
20,30,10,Branch_and_Bound,0.0003601,0.0000187,344,0.0,"[0.0003681182861328125, 0.0003864765167236328, 0.0003712177276611328, 0.00037217140197753906, 0.0003829002380371094, 0.0003476142883300781, 0.00035190582275390625, 0.00033283233642578125, 0.0003364086151123047, 0.0003514289855957031]","[344, 344, 344, 344, 344, 344, 344, 344, 344, 344]"
20,30,20,Dinamico,0.0115623,0.0021725,405,0.0,"[0.008127927780151367, 0.01398611068725586, 0.012038230895996094, 0.012053251266479492, 0.010488510131835938, 0.011335372924804688, 0.013257741928100586, 0.013042688369750977, 0.013509750366210938, 0.0077838897705078125]","[405, 405, 405, 405, 405, 405, 405, 405, 405, 405]"
20,30,20,Backtracking,0.0188904,0.0039837,405,0.0,"[0.015545368194580078, 0.01644301414489746, 0.022060394287109375, 0.025038480758666992, 0.0158689022064209, 0.023102521896362305, 0.023527145385742188, 0.016022205352783203, 0.015942811965942383, 0.015352964401245117]","[405, 405, 405, 405, 405, 405, 405, 405, 405, 405]"
20,30,20,Branch_and_Bound,0.0039427,0.0001372,405,0.0,"[0.003974437713623047, 0.004146575927734375, 0.003696441650390625, 0.0037889480590820312, 0.003971576690673828, 0.004079103469848633, 0.0038909912109375, 0.004015684127807617, 0.0038449764251708984, 0.004018068313598633]","[405, 405, 405, 405, 405, 405, 405, 405, 405, 405]"
20,30,30,Dinamico,0.0183251,0.0035822,521,0.0,"[0.019500017166137695, 0.019141197204589844, 0.012974977493286133, 0.019898653030395508, 0.014061689376831055, 0.012960433959960938, 0.019861221313476562, 0.021040916442871094, 0.02185201644897461, 0.021960020065307617]","[521, 521, 521, 521, 521, 521, 521, 521, 521, 521]"
20,30,30,Backtracking,0.7603888,0.0336190,521,0.0,"[0.7650151252746582, 0.7199068069458008, 0.8377306461334229, 0.7916069030761719, 0.7498459815979004, 0.7496514320373535, 0.7687931060791016, 0.7357521057128906, 0.7387712001800537, 0.7468147277832031]","[521, 521, 521, 521, 521, 521, 521, 521, 521, 521]"
20,30,30,Branch_and_Bound,0.0839296,0.0028860,521,0.0,"[0.07895541191101074, 0.08562111854553223, 0.08193302154541016, 0.08397889137268066, 0.08153319358825684, 0.08848786354064941, 0.08490252494812012, 0.08749675750732422, 0.08217048645019531, 0.08421707153320312]","[521, 521, 521, 521, 521, 521, 521, 521, 521, 521]"
20,30,40,Dinamico,0.0206857,0.0039262,533,0.0,"[0.014899969100952148, 0.02244734764099121, 0.018683195114135742, 0.015334129333496094, 0.02312612533569336, 0.022566556930541992, 0.019255638122558594, 0.025681257247924805, 0.018762588500976562, 0.02610015869140625]","[533, 533, 533, 533, 533, 533, 533, 533, 533, 533]"
20,30,40,Backtracking,0.8503707,0.0132673,533,0.0,"[0.8445932865142822, 0.8720703125, 0.8745036125183105, 0.8463995456695557, 0.836686372756958, 0.8449513912200928, 0.853156328201294, 0.84604811668396, 0.83492112159729, 0.8503768444061279]","[533, 533, 533, 533, 533, 533, 533, 533, 533, 533]"
20,30,40,Branch_and_Bound,0.2212870,0.0179951,533,0.0,"[0.22139596939086914, 0.2370588779449463, 0.2272036075592041, 0.2109665870666504, 0.20141100883483887, 0.20683789253234863, 0.26069045066833496, 0.2221546173095703, 0.20220422744750977, 0.2229466438293457]","[533, 533, 533, 533, 533, 533, 533, 533, 533, 533]"
20,30,50,Dinamico,0.0281326,0.0038197,617,0.0,"[0.018512725830078125, 0.027304410934448242, 0.030237674713134766, 0.027055025100708008, 0.028532743453979492, 0.031989097595214844, 0.02725696563720703, 0.030236482620239258, 0.03160429000854492, 0.02859663963317871]","[617, 617, 617, 617, 617, 617, 617, 617, 617, 617]"
20,30,50,Branch_and_Bound,0.7350133,0.0596493,617,0.0,"[0.8510627746582031, 0.7746067047119141, 0.6710426807403564, 0.7504913806915283, 0.7926499843597412, 0.6594364643096924, 0.7474870681762695, 0.7014799118041992, 0.697838306427002, 0.7040376663208008]","[617, 617, 617, 617, 617, 617, 617, 617, 617, 617]"
20,30,60,Dinamico,0.0396434,0.0145327,843,0.0,"[0.024819374084472656, 0.03527235984802246, 0.03190279006958008, 0.029660701751708984, 0.03666853904724121, 0.03171825408935547, 0.03587961196899414, 0.0634908676147461, 0.06872987747192383, 0.03829193115234375]","[843, 843, 843, 843, 843, 843, 843, 843, 843, 843]"
20,30,60,Branch_and_Bound,5.7095063,0.4363372,843,0.0,"[6.067198276519775, 6.686063528060913, 5.867414236068726, 5.77597713470459, 5.271820545196533, 5.477020263671875, 5.350876569747925, 5.81494140625, 5.4796857833862305, 5.304064989089966]","[843, 843, 843, 843, 843, 843, 843, 843, 843, 843]"
20,30,70,Dinamico,0.0354002,0.0040751,852,0.0,"[0.030910253524780273, 0.03522014617919922, 0.04076099395751953, 0.033152103424072266, 0.03218388557434082, 0.040067434310913086, 0.03769516944885254, 0.03165578842163086, 0.04080677032470703, 0.03154921531677246]","[852, 852, 852, 852, 852, 852, 852, 852, 852, 852]"
20,30,70,Branch_and_Bound,7.8836196,0.2820925,852,0.0,"[8.013590335845947, 7.509954452514648, 7.635639190673828, 7.7310590744018555, 8.149689435958862, 8.140928745269775, 8.130762577056885, 7.4537293910980225, 8.186954736709595, 7.883887767791748]","[852, 852, 852, 852, 852, 852, 852, 852, 852, 852]"
20,30,80,Dinamico,0.0418586,0.0017633,710,0.0,"[0.04130959510803223, 0.042722225189208984, 0.0405423641204834, 0.04240059852600098, 0.044648170471191406, 0.03990364074707031, 0.042612552642822266, 0.04322052001953125, 0.038640737533569336, 0.04258608818054199]","[710, 710, 710, 710, 710, 710, 710, 710, 710, 710]"
20,30,80,Branch_and_Bound,9.9475208,0.4404318,710,0.0,"[9.84339690208435, 10.498469591140747, 10.275876760482788, 9.665960788726807, 10.557446718215942, 9.658186435699463, 10.264615058898926, 9.502301931381226, 9.961191177368164, 9.247762441635132]","[710, 710, 710, 710, 710, 710, 710, 710, 710, 710]"
