Capacidade_W,Capacidade_V,N_Itens,Algoritmo,Tempo_Medio,Tempo_Std,Valor_Medio,Valor_Std,Tempos_10_Execucoes,Valores_10_Execucoes
20,30,10,Dinamico,0.0051017,0.0003639,95,0.0,"[0.0059969425201416016, 0.005301952362060547, 0.0050106048583984375, 0.004895925521850586, 0.004868030548095703, 0.005022764205932617, 0.005244731903076172, 0.005071878433227539, 0.0049402713775634766, 0.004664182662963867]","[95, 95, 95, 95, 95, 95, 95, 95, 95, 95]"
20,30,10,Backtracking,0.0001153,0.0000058,95,0.0,"[0.0001270771026611328, 0.0001125335693359375, 0.00011372566223144531, 0.00012373924255371094, 0.00011587142944335938, 0.0001125335693359375, 0.00011014938354492188, 0.00011014938354492188, 0.0001163482666015625, 0.00011086463928222656]","[95, 95, 95, 95, 95, 95, 95, 95, 95, 95]"
20,30,10,Branch_and_Bound,0.0000790,0.0000237,95,0.0,"[0.00011873245239257812, 9.989738464355469e-05, 9.942054748535156e-05, 8.487701416015625e-05, 6.461143493652344e-05, 5.078315734863281e-05, 5.14984130859375e-05, 5.125999450683594e-05, 8.177757263183594e-05, 8.749961853027344e-05]","[95, 95, 95, 95, 95, 95, 95, 95, 95, 95]"
20,30,20,Dinamico,0.0076746,0.0017194,99,0.0,"[0.009740829467773438, 0.006134986877441406, 0.006346940994262695, 0.005654811859130859, 0.005480289459228516, 0.009277582168579102, 0.00919795036315918, 0.008968591690063477, 0.009105443954467773, 0.006838083267211914]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
20,30,20,Backtracking,0.0002245,0.0000114,99,0.0,"[0.00023555755615234375, 0.00022482872009277344, 0.0002474784851074219, 0.00021839141845703125, 0.0002143383026123047, 0.0002162456512451172, 0.00022077560424804688, 0.00021576881408691406, 0.00021576881408691406, 0.00023627281188964844]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
20,30,20,Branch_and_Bound,0.0001796,0.0000241,99,0.0,"[0.000194549560546875, 0.00018858909606933594, 0.0001919269561767578, 0.00015974044799804688, 0.00016450881958007812, 0.00020003318786621094, 0.00016307830810546875, 0.00021910667419433594, 0.0001361370086669922, 0.0001780986785888672]","[99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
20,30,30,Dinamico,0.0101244,0.0018992,176,0.0,"[0.008852958679199219, 0.00865793228149414, 0.008800029754638672, 0.009560823440551758, 0.008456945419311523, 0.00846409797668457, 0.010773181915283203, 0.013821601867675781, 0.01242208480834961, 0.011434793472290039]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]"
20,30,30,Backtracking,0.0007856,0.0001602,176,0.0,"[0.0011832714080810547, 0.0009152889251708984, 0.0006868839263916016, 0.0007309913635253906, 0.0007245540618896484, 0.0006959438323974609, 0.0008492469787597656, 0.0006840229034423828, 0.0006897449493408203, 0.0006959438323974609]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]"
20,30,30,Branch_and_Bound,0.0007333,0.0001882,176,0.0,"[0.00087738037109375, 0.0010454654693603516, 0.0009856224060058594, 0.0008487701416015625, 0.0005769729614257812, 0.0005524158477783203, 0.0005476474761962891, 0.0006220340728759766, 0.0006103515625, 0.0006659030914306641]","[176, 176, 176, 176, 176, 176, 176, 176, 176, 176]"
20,30,40,Dinamico,0.0121180,0.0021760,170,0.0,"[0.010720014572143555, 0.011219024658203125, 0.011015176773071289, 0.010980606079101562, 0.010595083236694336, 0.01092386245727539, 0.012288093566894531, 0.01151418685913086, 0.014611244201660156, 0.01731276512145996]","[170, 170, 170, 170, 170, 170, 170, 170, 170, 170]"
20,30,40,Backtracking,0.0013144,0.0002661,170,0.0,"[0.001596689224243164, 0.0011565685272216797, 0.0015172958374023438, 0.0016553401947021484, 0.0015594959259033203, 0.0011653900146484375, 0.0011794567108154297, 0.0009472370147705078, 0.0009531974792480469, 0.001413106918334961]","[170, 170, 170, 170, 170, 170, 170, 170, 170, 170]"
20,30,40,Branch_and_Bound,0.0011610,0.0002619,170,0.0,"[0.0013916492462158203, 0.0009026527404785156, 0.0011708736419677734, 0.0016071796417236328, 0.0014786720275878906, 0.0011868476867675781, 0.0008985996246337891, 0.0009222030639648438, 0.0008952617645263672, 0.0011556148529052734]","[170, 170, 170, 170, 170, 170, 170, 170, 170, 170]"
20,30,50,Dinamico,0.0186740,0.0032220,165,0.0,"[0.02253270149230957, 0.01896214485168457, 0.013274431228637695, 0.02241659164428711, 0.015694618225097656, 0.017554521560668945, 0.020857572555541992, 0.014805078506469727, 0.020356416702270508, 0.020285606384277344]","[165, 165, 165, 165, 165, 165, 165, 165, 165, 165]"
20,30,50,Backtracking,0.0022291,0.0004845,165,0.0,"[0.0021877288818359375, 0.0015764236450195312, 0.0021920204162597656, 0.00286865234375, 0.002833127975463867, 0.0026092529296875, 0.00262451171875, 0.0018148422241210938, 0.00162506103515625, 0.0019593238830566406]","[165, 165, 165, 165, 165, 165, 165, 165, 165, 165]"
