Capacidade_W,Capacidade_V,N_Itens,Algoritmo,Tempo_Medio,Tempo_Std,Valor_Medio,Valor_Std,Tempos_10_Execucoes,Valores_10_Execucoes
80,80,10,Dinamico,0.0559356,0,444,0,[0.05593562126159668],[444]
80,80,10,Backtracking,0.0030694,0,444,0,[0.0030694007873535156],[444]
80,80,10,Branch_and_Bound,0.0001006,0,444,0,[0.00010061264038085938],[444]
80,80,12,Dinamico,0.0701926,0,838,0,[0.07019257545471191],[838]
80,80,12,Backtracking,0.0122182,0,838,0,[0.012218236923217773],[838]
80,80,12,Branch_and_Bound,0.0001280,0,838,0,[0.00012803077697753906],[838]
80,80,14,Dinamico,0.0806639,0,688,0,[0.08066391944885254],[688]
80,80,14,Backtracking,0.0663383,0,688,0,[0.06633830070495605],[688]
80,80,14,Branch_and_Bound,0.0001407,0,688,0,[0.00014066696166992188],[688]
80,80,16,Dinamico,0.0921090,0,861,0,[0.09210896492004395],[861]
80,80,16,Backtracking,0.2212191,0,861,0,[0.22121906280517578],[861]
80,80,16,Branch_and_Bound,0.0001523,0,861,0,[0.00015234947204589844],[861]
80,80,18,Dinamico,0.0986698,0,899,0,[0.09866976737976074],[899]
80,80,18,Backtracking,0.8793240,0,899,0,[0.8793239593505859],[899]
80,80,18,Branch_and_Bound,0.0003033,0,899,0,[0.0003032684326171875],[899]
80,80,20,Dinamico,0.0991714,0,883,0,[0.09917140007019043],[883]
80,80,20,Backtracking,3.3894398,0,883,0,[3.389439821243286],[883]
80,80,20,Branch_and_Bound,0.0002236,0,883,0,[0.00022363662719726562],[883]
80,80,22,Dinamico,0.1192582,0,1149,0,[0.11925816535949707],[1149]
80,80,22,Backtracking,14.9361477,0,1149,0,[14.936147689819336],[1149]
80,80,22,Branch_and_Bound,0.0002801,0,1147,0,[0.00028014183044433594],[1147]
80,80,24,Dinamico,0.1234493,0,849,0,[0.12344932556152344],[849]
80,80,24,Backtracking,26.9890406,0,849,0,[26.98904061317444],[849]
80,80,24,Branch_and_Bound,0.0004210,0,804,0,[0.0004210472106933594],[804]
80,80,26,Dinamico,0.1335731,0,1215,0,[0.13357305526733398],[1215]
80,80,26,Branch_and_Bound,0.0002251,0,1159,0,[0.000225067138671875],[1159]
80,80,30,Dinamico,0.1535645,0,1340,0,[0.153564453125],[1340]
80,80,30,Branch_and_Bound,0.0004015,0,1312,0,[0.00040149688720703125],[1312]
