Capacidade_W,Capacidade_V,N_Itens,Algoritmo,Tempo_Medio,Tempo_Std,Valor_Medio,Valor_Std,Tempos_10_Execucoes,Valores_10_Execucoes
80,120,10,Dinamico,0.0820620,0,641,0,[0.0820620059967041],[641]
80,120,10,Backtracking,0.0030706,0,641,0,[0.0030705928802490234],[641]
80,120,10,Branch_and_Bound,0.0000858,0,641,0,[8.58306884765625e-05],[641]
80,120,12,Dinamico,0.0971291,0,562,0,[0.09712910652160645],[562]
80,120,12,Backtracking,0.0145991,0,562,0,[0.014599084854125977],[562]
80,120,12,Branch_and_Bound,0.0001819,0,562,0,[0.0001819133758544922],[562]
80,120,14,Dinamico,0.1172814,0,731,0,[0.11728143692016602],[731]
80,120,14,Backtracking,0.0636935,0,731,0,[0.06369352340698242],[731]
80,120,14,Branch_and_Bound,0.0001690,0,731,0,[0.0001690387725830078],[731]
80,120,16,Dinamico,0.1410336,0,683,0,[0.14103364944458008],[683]
80,120,16,Backtracking,0.2280180,0,683,0,[0.22801804542541504],[683]
80,120,16,Branch_and_Bound,0.0001452,0,683,0,[0.00014519691467285156],[683]
80,120,18,Dinamico,0.1459763,0,926,0,[0.14597630500793457],[926]
80,120,18,Backtracking,0.9242027,0,926,0,[0.9242026805877686],[926]
80,120,18,Branch_and_Bound,0.0002067,0,926,0,[0.0002067089080810547],[926]
80,120,20,Dinamico,0.1700184,0,1119,0,[0.17001843452453613],[1119]
80,120,20,Backtracking,3.5830088,0,1119,0,[3.5830087661743164],[1119]
80,120,20,Branch_and_Bound,0.0001810,0,1113,0,[0.00018095970153808594],[1113]
80,120,22,Dinamico,0.1622062,0,827,0,[0.16220617294311523],[827]
80,120,22,Backtracking,11.0723062,0,827,0,[11.072306156158447],[827]
80,120,22,Branch_and_Bound,0.0004029,0,815,0,[0.0004029273986816406],[815]
80,120,24,Dinamico,0.1843786,0,967,0,[0.18437862396240234],[967]
80,120,24,Backtracking,44.4227285,0,967,0,[44.422728538513184],[967]
80,120,24,Branch_and_Bound,0.0002902,0,966,0,[0.00029015541076660156],[966]
80,120,26,Dinamico,0.1965327,0,1087,0,[0.1965327262878418],[1087]
80,120,26,Branch_and_Bound,0.0004759,0,1087,0,[0.00047588348388671875],[1087]
80,120,30,Dinamico,0.2237151,0,1145,0,[0.22371506690979004],[1145]
80,120,30,Branch_and_Bound,0.0003359,0,1145,0,[0.00033593177795410156],[1145]
