Capacidade_W,Capacidade_V,N_Itens,Algoritmo,Tempo_Medio,Tempo_Std,Valor_Medio,Valor_Std,Tempos_10_Execucoes,Valores_10_Execucoes
20,30,10,Dinamico,0.0075588,0,239,0,[0.0075588226318359375],[239]
20,30,10,Backtracking,0.0010650,0,239,0,[0.0010650157928466797],[239]
20,30,10,Branch_and_Bound,0.0001509,0,199,0,[0.00015091896057128906],[199]
20,30,12,Dinamico,0.0098238,0,398,0,[0.009823799133300781],[398]
20,30,12,Backtracking,0.0052524,0,398,0,[0.005252361297607422],[398]
20,30,12,Branch_and_Bound,0.0003705,0,398,0,[0.0003705024719238281],[398]
20,30,14,Dinamico,0.0095737,0,424,0,[0.009573698043823242],[424]
20,30,14,Backtracking,0.0033474,0,424,0,[0.0033473968505859375],[424]
20,30,14,Branch_and_Bound,0.0001380,0,420,0,[0.0001380443572998047],[420]
20,30,16,Dinamico,0.0099680,0,409,0,[0.009968042373657227],[409]
20,30,16,Backtracking,0.0126643,0,409,0,[0.012664318084716797],[409]
20,30,16,Branch_and_Bound,0.0003374,0,409,0,[0.00033736228942871094],[409]
20,30,18,Dinamico,0.0082817,0,284,0,[0.008281707763671875],[284]
20,30,18,Backtracking,0.0087297,0,284,0,[0.008729696273803711],[284]
20,30,18,Branch_and_Bound,0.0001769,0,272,0,[0.00017690658569335938],[272]
20,30,20,Dinamico,0.0084324,0,527,0,[0.008432388305664062],[527]
20,30,20,Backtracking,0.0836122,0,527,0,[0.08361220359802246],[527]
20,30,20,Branch_and_Bound,0.0001974,0,527,0,[0.00019741058349609375],[527]
20,30,22,Dinamico,0.0089955,0,356,0,[0.008995532989501953],[356]
20,30,22,Backtracking,0.0242507,0,356,0,[0.02425074577331543],[356]
20,30,22,Branch_and_Bound,0.0001261,0,270,0,[0.00012612342834472656],[270]
20,30,24,Dinamico,0.0096998,0,526,0,[0.009699821472167969],[526]
20,30,24,Backtracking,0.0769212,0,526,0,[0.07692122459411621],[526]
20,30,24,Branch_and_Bound,0.0002615,0,518,0,[0.00026154518127441406],[518]
20,30,26,Dinamico,0.0127800,0,558,0,[0.012779951095581055],[558]
20,30,26,Backtracking,0.2248757,0,558,0,[0.22487568855285645],[558]
20,30,26,Branch_and_Bound,0.0002372,0,448,0,[0.0002372264862060547],[448]
20,30,30,Dinamico,0.0157933,0,466,0,[0.015793323516845703],[466]
20,30,30,Backtracking,0.3439181,0,466,0,[0.3439180850982666],[466]
20,30,30,Branch_and_Bound,0.0002143,0,447,0,[0.0002143383026123047],[447]
