Capacidade_W,Capacidade_V,N_Itens,Algoritmo,Tempo_Medio,Tempo_Std,Valor_Medio,Valor_Std,Tempos_10_Execucoes,Valores_10_Execucoes
30,40,10,Dinamico,0.0063174,0,548,0,[0.0063173770904541016],[548]
30,40,10,Backtracking,0.0016842,0,548,0,[0.0016841888427734375],[548]
30,40,10,Branch_and_Bound,0.0001512,0,548,0,[0.00015115737915039062],[548]
30,40,20,Dinamico,0.0108423,0,635,0,[0.010842323303222656],[635]
30,40,20,Backtracking,0.2299449,0,635,0,[0.22994494438171387],[635]
30,40,20,Branch_and_Bound,0.0118885,0,635,0,[0.011888504028320312],[635]
30,40,30,Dinamico,0.0111051,0,746,0,[0.011105060577392578],[746]
30,40,30,Backtracking,24.1411896,0,746,0,[24.141189575195312],[746]
30,40,30,Branch_and_Bound,0.5554130,0,746,0,[0.555413007736206],[746]
30,40,40,Dinamico,0.0165048,0,756,0,[0.016504764556884766],[756]
30,40,40,Branch_and_Bound,5.3205688,0,756,0,[5.320568799972534],[756]
30,40,50,Dinamico,0.0226207,0,762,0,[0.022620677947998047],[762]
30,40,50,Branch_and_Bound,43.1792843,0,762,0,[43.17928433418274],[762]
30,40,60,Dinamico,0.0349903,0,982,0,[0.03499031066894531],[982]
