Capacidade_W,Capacidade_V,N_Itens,Algoritmo,Tempo_Medio,Tempo_Std,Valor_Medio,Valor_Std,Tempos_10_Execucoes,Valores_10_Execucoes
70,100,10,Dinamico,0.0214801,0.0014135,535,0.0,"[0.0252683162689209, 0.022274255752563477, 0.021187782287597656, 0.02092909812927246, 0.02077960968017578, 0.0213010311126709, 0.020815610885620117, 0.02063131332397461, 0.02090740203857422, 0.0207061767578125]","[535, 535, 535, 535, 535, 535, 535, 535, 535, 535]"
70,100,10,Backtracking,0.0010671,0.0000138,535,0.0,"[0.0010864734649658203, 0.0010716915130615234, 0.0010728836059570312, 0.001070261001586914, 0.0010793209075927734, 0.0010745525360107422, 0.001068115234375, 0.0010509490966796875, 0.0010557174682617188, 0.0010411739349365234]","[535, 535, 535, 535, 535, 535, 535, 535, 535, 535]"
70,100,10,Branch_and_Bound,0.0000303,0.0000051,535,0.0,"[4.458427429199219e-05, 3.0994415283203125e-05, 2.9325485229492188e-05, 2.8848648071289062e-05, 2.8848648071289062e-05, 2.8371810913085938e-05, 2.7894973754882812e-05, 2.8133392333984375e-05, 2.8133392333984375e-05, 2.7894973754882812e-05]","[535, 535, 535, 535, 535, 535, 535, 535, 535, 535]"
70,100,100,Dinamico,0.1986673,0.0034578,1205,0.0,"[0.2042250633239746, 0.19829463958740234, 0.19762921333312988, 0.19298720359802246, 0.1987590789794922, 0.20393848419189453, 0.19839048385620117, 0.19699811935424805, 0.20005035400390625, 0.19540071487426758]","[1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205, 1205]"
70,100,100,Branch_and_Bound,0.0001757,0.0000084,1162,0.0,"[0.00019884109497070312, 0.00017762184143066406, 0.00017380714416503906, 0.00017333030700683594, 0.00017404556274414062, 0.00017261505126953125, 0.00017189979553222656, 0.000171661376953125, 0.00017118453979492188, 0.000171661376953125]","[1162, 1162, 1162, 1162, 1162, 1162, 1162, 1162, 1162, 1162]"
70,100,20,Dinamico,0.0401420,0.0016055,556,0.0,"[0.044379472732543945, 0.04073476791381836, 0.039624929428100586, 0.039368629455566406, 0.0392608642578125, 0.03917670249938965, 0.039336204528808594, 0.04057645797729492, 0.040032148361206055, 0.03893017768859863]","[556, 556, 556, 556, 556, 556, 556, 556, 556, 556]"
70,100,20,Backtracking,0.1534881,0.0023322,556,0.0,"[0.15320920944213867, 0.15263152122497559, 0.15157461166381836, 0.15143918991088867, 0.15179753303527832, 0.15200042724609375, 0.15190458297729492, 0.15662360191345215, 0.15648889541625977, 0.1572117805480957]","[556, 556, 556, 556, 556, 556, 556, 556, 556, 556]"
70,100,20,Branch_and_Bound,0.0000482,0.0000073,556,0.0,"[6.842613220214844e-05, 4.8160552978515625e-05, 4.6253204345703125e-05, 4.57763671875e-05, 4.506111145019531e-05, 4.506111145019531e-05, 4.506111145019531e-05, 4.9114227294921875e-05, 4.4345855712890625e-05, 4.458427429199219e-05]","[556, 556, 556, 556, 556, 556, 556, 556, 556, 556]"
70,100,30,Dinamico,0.0611600,0.0019220,915,0.0,"[0.06642508506774902, 0.06083106994628906, 0.06113433837890625, 0.06097149848937988, 0.06051135063171387, 0.06007266044616699, 0.059970855712890625, 0.060568809509277344, 0.05975484848022461, 0.061359405517578125]","[915, 915, 915, 915, 915, 915, 915, 915, 915, 915]"
70,100,30,Backtracking,12.2234490,0.0797254,915,0.0,"[12.061943292617798, 12.195507287979126, 12.264119148254395, 12.209859371185303, 12.23556113243103, 12.17183804512024, 12.37510371208191, 12.248132467269897, 12.206573724746704, 12.265852212905884]","[915, 915, 915, 915, 915, 915, 915, 915, 915, 915]"
70,100,30,Branch_and_Bound,0.0000947,0.0000092,908,0.0,"[0.00012063980102539062, 9.489059448242188e-05, 9.226799011230469e-05, 9.179115295410156e-05, 9.131431579589844e-05, 9.131431579589844e-05, 9.131431579589844e-05, 9.083747863769531e-05, 9.083747863769531e-05, 9.131431579589844e-05]","[908, 908, 908, 908, 908, 908, 908, 908, 908, 908]"
70,100,40,Dinamico,0.0821178,0.0010630,904,0.0,"[0.08318972587585449, 0.08410167694091797, 0.0815131664276123, 0.08336067199707031, 0.08153510093688965, 0.08188629150390625, 0.08103346824645996, 0.0820467472076416, 0.08149504661560059, 0.08101654052734375]","[904, 904, 904, 904, 904, 904, 904, 904, 904, 904]"
70,100,40,Branch_and_Bound,0.0000924,0.0000079,842,0.0,"[0.00011396408081054688, 9.608268737792969e-05, 9.059906005859375e-05, 8.96453857421875e-05, 8.916854858398438e-05, 8.916854858398438e-05, 8.916854858398438e-05, 8.893013000488281e-05, 8.869171142578125e-05, 8.869171142578125e-05]","[842, 842, 842, 842, 842, 842, 842, 842, 842, 842]"
70,100,50,Dinamico,0.1014339,0.0021167,903,0.0,"[0.10727643966674805, 0.10039043426513672, 0.10041689872741699, 0.09989714622497559, 0.10160112380981445, 0.10067486763000488, 0.10130596160888672, 0.10105419158935547, 0.10123682022094727, 0.10048556327819824]","[903, 903, 903, 903, 903, 903, 903, 903, 903, 903]"
70,100,50,Branch_and_Bound,0.0001689,0.0000255,899,0.0,"[0.00018739700317382812, 0.00016021728515625, 0.00015783309936523438, 0.0001571178436279297, 0.00015664100646972656, 0.00015664100646972656, 0.00023651123046875, 0.00015854835510253906, 0.0001614093780517578, 0.000156402587890625]","[899, 899, 899, 899, 899, 899, 899, 899, 899, 899]"
70,100,60,Dinamico,0.1186820,0.0029257,864,0.0,"[0.12491536140441895, 0.11847996711730957, 0.11852622032165527, 0.11918115615844727, 0.11788535118103027, 0.11324453353881836, 0.11730241775512695, 0.12096548080444336, 0.1181948184967041, 0.11812448501586914]","[864, 864, 864, 864, 864, 864, 864, 864, 864, 864]"
70,100,60,Branch_and_Bound,0.0001164,0.0000094,862,0.0,"[0.00013971328735351562, 0.00011587142944335938, 0.00011348724365234375, 0.00012493133544921875, 0.00011205673217773438, 0.00011181831359863281, 0.00011134147644042969, 0.00011134147644042969, 0.00011610984802246094, 0.00010776519775390625]","[862, 862, 862, 862, 862, 862, 862, 862, 862, 862]"
70,100,70,Dinamico,0.1389210,0.0025788,945,0.0,"[0.1437685489654541, 0.1371915340423584, 0.14197444915771484, 0.1385643482208252, 0.13838768005371094, 0.13698434829711914, 0.13685870170593262, 0.13633465766906738, 0.13756251335144043, 0.14158368110656738]","[945, 945, 945, 945, 945, 945, 945, 945, 945, 945]"
70,100,70,Branch_and_Bound,0.0001289,0.0000091,881,0.0,"[0.00015115737915039062, 0.0001366138458251953, 0.00012564659118652344, 0.00012493133544921875, 0.0001239776611328125, 0.00012373924255371094, 0.00012373924255371094, 0.00012373924255371094, 0.00012254714965820312, 0.00013327598571777344]","[881, 881, 881, 881, 881, 881, 881, 881, 881, 881]"
70,100,80,Dinamico,0.1616993,0.0040232,1046,0.0,"[0.16943669319152832, 0.16118097305297852, 0.1572704315185547, 0.15772628784179688, 0.16412830352783203, 0.16350650787353516, 0.1645803451538086, 0.16205048561096191, 0.15602707862854004, 0.1610863208770752]","[1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046, 1046]"
70,100,80,Branch_and_Bound,0.0004755,0.0000084,1037,0.0,"[0.0004973411560058594, 0.0004799365997314453, 0.0004706382751464844, 0.0004775524139404297, 0.00047016143798828125, 0.00047087669372558594, 0.00047588348388671875, 0.00047016143798828125, 0.0004723072052001953, 0.00047016143798828125]","[1037, 1037, 1037, 1037, 1037, 1037, 1037, 1037, 1037, 1037]"
70,100,90,Dinamico,0.1802314,0.0033870,1224,0.0,"[0.18777084350585938, 0.17891430854797363, 0.1787102222442627, 0.17640280723571777, 0.18445301055908203, 0.1788184642791748, 0.17990326881408691, 0.18075084686279297, 0.1782851219177246, 0.17830514907836914]","[1224, 1224, 1224, 1224, 1224, 1224, 1224, 1224, 1224, 1224]"
70,100,90,Branch_and_Bound,0.0002364,0.0000105,1221,0.0,"[0.0002636909484863281, 0.00024080276489257812, 0.00023818016052246094, 0.00023818016052246094, 0.00023293495178222656, 0.00022935867309570312, 0.0002288818359375, 0.0002315044403076172, 0.00023031234741210938, 0.0002300739288330078]","[1221, 1221, 1221, 1221, 1221, 1221, 1221, 1221, 1221, 1221]"
