Capacidade_W,Capacidade_V,N_Itens,Algoritmo,Tempo_Medio,Tempo_Std,Valor_Medio,Valor_Std,Tempos_10_Execucoes,Valores_10_Execucoes
50,100,10,Dinamico,0.0162565,0.0011141,538,0.0,"[0.019191265106201172, 0.01569080352783203, 0.0169527530670166, 0.016325712203979492, 0.015878677368164062, 0.01595902442932129, 0.015595674514770508, 0.01568746566772461, 0.01564764976501465, 0.01563549041748047]","[538, 538, 538, 538, 538, 538, 538, 538, 538, 538]"
50,100,10,Backtracking,0.0011763,0.0000059,538,0.0,"[0.0011906623840332031, 0.0011751651763916016, 0.0011749267578125, 0.0011720657348632812, 0.0011751651763916016, 0.001173257827758789, 0.001171112060546875, 0.0011818408966064453, 0.0011720657348632812, 0.0011763572692871094]","[538, 538, 538, 538, 538, 538, 538, 538, 538, 538]"
50,100,10,Branch_and_Bound,0.0000324,0.0000040,538,0.0,"[4.363059997558594e-05, 3.314018249511719e-05, 3.1948089599609375e-05, 3.075599670410156e-05, 3.075599670410156e-05, 3.075599670410156e-05, 3.0517578125e-05, 3.075599670410156e-05, 3.0517578125e-05, 3.0994415283203125e-05]","[538, 538, 538, 538, 538, 538, 538, 538, 538, 538]"
50,100,100,Dinamico,0.1412818,0.0025637,1158,0.0,"[0.14805006980895996, 0.14016008377075195, 0.14005017280578613, 0.141585111618042, 0.13975238800048828, 0.14068031311035156, 0.1398308277130127, 0.14216351509094238, 0.14146733283996582, 0.13907790184020996]","[1158, 1158, 1158, 1158, 1158, 1158, 1158, 1158, 1158, 1158]"
50,100,100,Branch_and_Bound,0.0003416,0.0000120,1121,0.0,"[0.0003566741943359375, 0.00034117698669433594, 0.0003371238708496094, 0.0003685951232910156, 0.0003376007080078125, 0.0003352165222167969, 0.00033020973205566406, 0.00033736228942871094, 0.00034117698669433594, 0.0003311634063720703]","[1121, 1121, 1121, 1121, 1121, 1121, 1121, 1121, 1121, 1121]"
50,100,20,Dinamico,0.0289397,0.0017285,502,0.0,"[0.03375077247619629, 0.028835535049438477, 0.028794050216674805, 0.028409481048583984, 0.028388023376464844, 0.028252601623535156, 0.028166770935058594, 0.027964353561401367, 0.028946876525878906, 0.02788829803466797]","[502, 502, 502, 502, 502, 502, 502, 502, 502, 502]"
50,100,20,Backtracking,0.1196448,0.0005576,502,0.0,"[0.12094855308532715, 0.11987805366516113, 0.11963701248168945, 0.11902713775634766, 0.11960816383361816, 0.11976981163024902, 0.11903715133666992, 0.11935091018676758, 0.11989998817443848, 0.11929082870483398]","[502, 502, 502, 502, 502, 502, 502, 502, 502, 502]"
50,100,20,Branch_and_Bound,0.0000622,0.0000084,482,0.0,"[8.559226989746094e-05, 6.151199340820312e-05, 6.389617919921875e-05, 5.936622619628906e-05, 5.888938903808594e-05, 5.841255187988281e-05, 5.91278076171875e-05, 5.8650970458984375e-05, 5.841255187988281e-05, 5.841255187988281e-05]","[482, 482, 482, 482, 482, 482, 482, 482, 482, 482]"
50,100,30,Dinamico,0.0411848,0.0029847,646,0.0,"[0.04937291145324707, 0.04178190231323242, 0.038657426834106445, 0.04038381576538086, 0.040758609771728516, 0.04053783416748047, 0.04029035568237305, 0.0404210090637207, 0.03997683525085449, 0.039667367935180664]","[646, 646, 646, 646, 646, 646, 646, 646, 646, 646]"
50,100,30,Backtracking,2.8976456,0.0292449,646,0.0,"[2.8562216758728027, 2.919931650161743, 2.8691329956054688, 2.911092519760132, 2.9451024532318115, 2.9216928482055664, 2.9007198810577393, 2.86435604095459, 2.91019344329834, 2.8780128955841064]","[646, 646, 646, 646, 646, 646, 646, 646, 646, 646]"
50,100,30,Branch_and_Bound,0.0000860,0.0000080,646,0.0,"[0.00010848045349121094, 8.487701416015625e-05, 8.606910705566406e-05, 8.344650268554688e-05, 8.296966552734375e-05, 8.273124694824219e-05, 8.273124694824219e-05, 8.296966552734375e-05, 8.249282836914062e-05, 8.296966552734375e-05]","[646, 646, 646, 646, 646, 646, 646, 646, 646, 646]"
50,100,40,Dinamico,0.0570641,0.0021990,971,0.0,"[0.062337636947631836, 0.058000802993774414, 0.05775880813598633, 0.05374765396118164, 0.056328773498535156, 0.05731344223022461, 0.05656743049621582, 0.05598926544189453, 0.05659317970275879, 0.05600380897521973]","[971, 971, 971, 971, 971, 971, 971, 971, 971, 971]"
50,100,40,Branch_and_Bound,0.0001169,0.0000073,971,0.0,"[0.00013709068298339844, 0.00011658668518066406, 0.00011372566223144531, 0.00011324882507324219, 0.00011754035949707031, 0.00011444091796875, 0.00011754035949707031, 0.00011324882507324219, 0.00011324882507324219, 0.00011277198791503906]","[971, 971, 971, 971, 971, 971, 971, 971, 971, 971]"
50,100,50,Dinamico,0.0702657,0.0016565,913,0.0,"[0.0745084285736084, 0.06981563568115234, 0.06918787956237793, 0.06950116157531738, 0.068756103515625, 0.06953144073486328, 0.07076454162597656, 0.07102584838867188, 0.06921863555908203, 0.07034778594970703]","[913, 913, 913, 913, 913, 913, 913, 913, 913, 913]"
50,100,50,Branch_and_Bound,0.0000946,0.0000086,888,0.0,"[0.00011849403381347656, 9.608268737792969e-05, 9.322166442871094e-05, 9.226799011230469e-05, 9.179115295410156e-05, 9.131431579589844e-05, 9.131431579589844e-05, 9.059906005859375e-05, 9.059906005859375e-05, 9.059906005859375e-05]","[888, 888, 888, 888, 888, 888, 888, 888, 888, 888]"
50,100,60,Dinamico,0.0827483,0.0026614,968,0.0,"[0.08932900428771973, 0.0819249153137207, 0.08298826217651367, 0.08133888244628906, 0.08196139335632324, 0.07884430885314941, 0.08160018920898438, 0.08321857452392578, 0.08322358131408691, 0.0830538272857666]","[968, 968, 968, 968, 968, 968, 968, 968, 968, 968]"
50,100,60,Branch_and_Bound,0.0001942,0.0000083,911,0.0,"[0.0002162456512451172, 0.00019621849060058594, 0.00019097328186035156, 0.00019311904907226562, 0.00018930435180664062, 0.00018978118896484375, 0.00018978118896484375, 0.00018930435180664062, 0.00019812583923339844, 0.0001895427703857422]","[911, 911, 911, 911, 911, 911, 911, 911, 911, 911]"
50,100,70,Dinamico,0.0995947,0.0020915,1122,0.0,"[0.10503149032592773, 0.09896373748779297, 0.09913182258605957, 0.09827494621276855, 0.0985250473022461, 0.09824132919311523, 0.09816694259643555, 0.0987546443939209, 0.10084342956542969, 0.10001373291015625]","[1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122, 1122]"
50,100,70,Branch_and_Bound,0.0001301,0.0000083,1074,0.0,"[0.00014972686767578125, 0.00013065338134765625, 0.00012636184692382812, 0.000125885009765625, 0.00012493133544921875, 0.00012564659118652344, 0.00014019012451171875, 0.00012636184692382812, 0.00012612342834472656, 0.0001246929168701172]","[1074, 1074, 1074, 1074, 1074, 1074, 1074, 1074, 1074, 1074]"
50,100,80,Dinamico,0.1090647,0.0017181,1039,0.0,"[0.11339044570922852, 0.1101689338684082, 0.10822749137878418, 0.10903668403625488, 0.10967040061950684, 0.10836577415466309, 0.10797238349914551, 0.10776829719543457, 0.10815787315368652, 0.10788846015930176]","[1039, 1039, 1039, 1039, 1039, 1039, 1039, 1039, 1039, 1039]"
50,100,80,Branch_and_Bound,0.0003469,0.0000115,1039,0.0,"[0.0003666877746582031, 0.0003418922424316406, 0.0003437995910644531, 0.0003383159637451172, 0.000339508056640625, 0.00034046173095703125, 0.00036907196044921875, 0.0003402233123779297, 0.00034880638122558594, 0.0003399848937988281]","[1039, 1039, 1039, 1039, 1039, 1039, 1039, 1039, 1039, 1039]"
50,100,90,Dinamico,0.1247114,0.0020055,1018,0.0,"[0.12969303131103516, 0.12340259552001953, 0.1236870288848877, 0.1245870590209961, 0.12280726432800293, 0.12424850463867188, 0.12313437461853027, 0.12599515914916992, 0.1253354549407959, 0.12422323226928711]","[1018, 1018, 1018, 1018, 1018, 1018, 1018, 1018, 1018, 1018]"
50,100,90,Branch_and_Bound,0.0001525,0.0000086,902,0.0,"[0.00017642974853515625, 0.0001513957977294922, 0.00015306472778320312, 0.00014972686767578125, 0.00014853477478027344, 0.00014829635620117188, 0.0001475811004638672, 0.0001475811004638672, 0.00014972686767578125, 0.00015234947204589844]","[902, 902, 902, 902, 902, 902, 902, 902, 902, 902]"
